Geo Point;Geo Shape;osm_id;type;name;operator;brand;opening_hours;wheelchair;cuisine;vegetarian;vegan;delivery;takeaway;internet_access;stars;capacity;drive_through;phone;website;facebook;smoking;commune;osm_edit;latitude;longitude
48.88353949972122, 2.3199444;"{""coordinates"": [2.3199444, 48.88353949972122], ""type"": ""Point""}";node/5318855671;restaurant;Gare au Gorille;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5318855671;48.88353949972122;2.3199444
48.824404399735876, 2.3670276;"{""coordinates"": [2.3670276, 48.824404399735876], ""type"": ""Point""}";node/7767838896;restaurant;Lak Thai;Unknown;Unknown;Mo-Su 11:00-21:00;yes;thai;Unknown;Unknown;Unknown;yes;wlan;Unknown;Unknown;Unknown;+33 1 53 60 12 42;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=7767838896;48.82440439973588;2.3670276
48.87339859972372, 2.3215098;"{""coordinates"": [2.3215098, 48.87339859972372], ""type"": ""Point""}";node/2726871686;restaurant;Twenty Peas;Unknown;Unknown;;yes;international,salad;Unknown;yes;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2726871686;48.87339859972372;2.3215098
48.862720299726355, 2.3480392;"{""coordinates"": [2.3480392, 48.862720299726355], ""type"": ""Point""}";node/3588258394;restaurant;Restaurant AG;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 42 61 37 17;https://www.alangeaam.fr/;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=3588258394;48.86272029972636;2.3480392
48.874813599723375, 2.3206429;"{""coordinates"": [2.3206429, 48.874813599723375], ""type"": ""Point""}";node/4070148944;cafe;Saint-Augustin;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=4070148944;48.874813599723375;2.3206429
48.84261849973135, 2.3283851;"{""coordinates"": [2.3283851, 48.84261849973135], ""type"": ""Point""}";node/6452240272;restaurant;Le Select;Unknown;Unknown;"Su-Th 07:00-02:00; Fr-Sa 07:00-03:00";yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 45 48 38 24;https://www.leselectmontparnasse.fr;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=6452240272;48.84261849973135;2.3283851
48.8569000997278, 2.303583;"{""coordinates"": [2.303583, 48.8569000997278], ""type"": ""Point""}";node/1181634263;fast_food;L'Artisan du Burger;Unknown;Unknown;;yes;burger;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1181634263;48.8569000997278;2.303583
48.82771879973505, 2.327784;"{""coordinates"": [2.327784, 48.82771879973505], ""type"": ""Point""}";node/2194937768;restaurant;La Fabrica;Unknown;Unknown;Mo-Su 12:00-23:30;yes;pizza;yes;no;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=2194937768;48.82771879973505;2.327784
48.82645579973536, 2.3130336;"{""coordinates"": [2.3130336, 48.82645579973536], ""type"": ""Point""}";node/2252867235;cafe;Le Maryland;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=2252867235;48.82645579973536;2.3130336
48.85643999972792, 2.2797501;"{""coordinates"": [2.2797501, 48.85643999972792], ""type"": ""Point""}";node/975958119;restaurant;Le Bistro des Vignes;Unknown;Unknown;Mo-Su 12:00-14:30, Su-Th 19:00-22:30, Fr,Sa 19:00-23:00;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=975958119;48.85643999972792;2.2797501
48.85269329972886, 2.4056082;"{""coordinates"": [2.4056082, 48.85269329972886], ""type"": ""Point""}";node/837769005;bar;Le Narval;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=837769005;48.85269329972886;2.4056082
48.862508799726406, 2.3482422;"{""coordinates"": [2.3482422, 48.862508799726406], ""type"": ""Point""}";node/3759356759;restaurant;L'Artisan du Burger;Unknown;Unknown;"Su-Th 10:30-22:30; Fr,Sa 10:30-23:30";yes;burger;limited;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=3759356759;48.862508799726406;2.3482422
48.87998109972209, 2.3862299;"{""coordinates"": [2.3862299, 48.87998109972209], ""type"": ""Point""}";node/635864714;bar;Rosa Bonheur;Unknown;Unknown;Th-Su 12:00-00:00;yes;Unknown;Unknown;Unknown;Unknown;Unknown;wlan;Unknown;Unknown;Unknown;+331 42 00 00 45;https://rosabonheur.fr/rosa-buttes;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=635864714;48.87998109972209;2.3862299
48.84726219973021, 2.3480956;"{""coordinates"": [2.3480956, 48.84726219973021], ""type"": ""Point""}";node/676116666;bar;L'ecurie;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=676116666;48.84726219973021;2.3480956
48.87964449972216, 2.3553872;"{""coordinates"": [2.3553872, 48.87964449972216], ""type"": ""Point""}";node/10572758296;cafe;Le Cadran;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=10572758296;48.87964449972216;2.3553872
48.85267129972884, 2.3534634;"{""coordinates"": [2.3534634, 48.85267129972884], ""type"": ""Point""}";node/1528700502;restaurant;Le Flore en l’Isle;Unknown;Unknown;Mo-Su 08:00-01:00;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 43 29 88 27;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1528700502;48.85267129972884;2.3534634
48.828343199734896, 2.3263543;"{""coordinates"": [2.3263543, 48.828343199734896], ""type"": ""Point""}";node/1988266834;restaurant;L'Éphémère;Unknown;Unknown;Mo-Su 08:00-02:00;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://m.appero.co/#e3f4d8ad-bd49-424f-b494-1a432b645b67;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=1988266834;48.828343199734896;2.3263543
48.876037699723064, 2.3701053;"{""coordinates"": [2.3701053, 48.876037699723064], ""type"": ""Point""}";node/735463026;restaurant;La Dolce Vita;Unknown;Unknown;Mo-Su 11:30-15:00,18:30-22:30;yes;italian,pizza;yes;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=735463026;48.87603769972306;2.3701053
48.870953399724314, 2.3765326;"{""coordinates"": [2.3765326, 48.870953399724314], ""type"": ""Point""}";node/6964519785;restaurant;Bunny Bubble Tea;Unknown;Unknown;;yes;asian;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=6964519785;48.87095339972432;2.3765326
48.85317299972874, 2.3973889;"{""coordinates"": [2.3973889, 48.85317299972874], ""type"": ""Point""}";node/4794082011;restaurant;Les Enfants de la Balle;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=4794082011;48.85317299972874;2.3973889
48.861511899726665, 2.3424508;"{""coordinates"": [2.3424508, 48.861511899726665], ""type"": ""Point""}";node/2524887521;restaurant;Itacate;Unknown;Unknown;"Mo-We 12:00-14:30,19:00-22:00; Sa 12:00-23:00; Th,Fr 12:00-14:30,19:00-22:30; Su 12:00-14:30";yes;mexican;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=2524887521;48.861511899726665;2.3424508
48.848782699729824, 2.3484052;"{""coordinates"": [2.3484052, 48.848782699729824], ""type"": ""Point""}";node/582931079;restaurant;L'Annexe;Unknown;Unknown;"Mo-Sa 07:00-23:00; Su 08:00-23:00";yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 43 54 44 57;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=582931079;48.848782699729824;2.3484052
48.8754900997232, 2.3178685;"{""coordinates"": [2.3178685, 48.8754900997232], ""type"": ""Point""}";node/4420337189;restaurant;Tuktuk;Unknown;Unknown;;yes;thai;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=4420337189;48.8754900997232;2.3178685
48.824277799735896, 2.3666705;"{""coordinates"": [2.3666705, 48.824277799735896], ""type"": ""Point""}";node/11663797362;restaurant;Chheng Sim;Unknown;Unknown;;yes;cambodian;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=11663797362;48.824277799735896;2.3666705
48.82724909973518, 2.3145344;"{""coordinates"": [2.3145344, 48.82724909973518], ""type"": ""Point""}";node/10587636542;fast_food;Yummy Home;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=10587636542;48.82724909973518;2.3145344
48.853681899728606, 2.2972108;"{""coordinates"": [2.2972108, 48.853681899728606], ""type"": ""Point""}";node/7008093692;restaurant;Aux Cerises;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=7008093692;48.853681899728606;2.2972108
48.86403399972605, 2.3548232;"{""coordinates"": [2.3548232, 48.86403399972605], ""type"": ""Point""}";node/7058456568;fast_food;C'fusion sushi;Unknown;Unknown;;yes;sushi;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=7058456568;48.86403399972605;2.3548232
48.83742649973265, 2.2970328;"{""coordinates"": [2.2970328, 48.83742649973265], ""type"": ""Point""}";node/629382818;fast_food;Le Royal Palace;Unknown;Unknown;;yes;kebab;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=629382818;48.83742649973265;2.2970328
48.85943419972718, 2.4029865;"{""coordinates"": [2.4029865, 48.85943419972718], ""type"": ""Point""}";node/1459478739;bar;La Flèche d'Or;Unknown;Unknown;"We-Sa 12:00-14:00; We-Th 20:00-00:00; Fr-Sa 20:00-02:00; Su 9:30-11:30";yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://flechedor.org/;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=1459478739;48.85943419972718;2.4029865
48.86798799972505, 2.3482406;"{""coordinates"": [2.3482406, 48.86798799972505], ""type"": ""Point""}";node/5424534955;restaurant;De Saison;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=5424534955;48.86798799972505;2.3482406
48.880764277630014, 2.3809445665902396;"{""coordinates"": [[[2.380816, 48.88082859972188], [2.3808175, 48.880706399721916], [2.3808858, 48.880706599721904], [2.3808861, 48.88068699972192], [2.380989, 48.8806877997219], [2.3809887, 48.88070699972193], [2.3809948, 48.88070699972193], [2.3809948, 48.8807046997219], [2.381071, 48.8807046997219], [2.381071, 48.880831899721876], [2.3809207, 48.880832299721874], [2.3809208, 48.88082919972189], [2.380816, 48.88082859972188]]], ""type"": ""Polygon""}";way/63224756;restaurant;Pavillon du Lac;Unknown;Unknown;Tu-Sa 10:00-23:59, Su 10:00-19:30;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+331 42 00 07 21;https://www.lepavillondulac.fr/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?way=63224756;48.880764277630014;2.38094456659024
48.87529109972324, 2.2964792;"{""coordinates"": [2.2964792, 48.87529109972324], ""type"": ""Point""}";node/838145870;cafe;La Flamme;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=838145870;48.87529109972324;2.2964792
48.86203743307276, 2.3462594992599035;"{""coordinates"": [[[2.3462188, 48.86202299972654], [2.3462759, 48.86200899972655], [2.3463003, 48.86205179972652], [2.3462701, 48.862059199726524], [2.346243, 48.86206589972653], [2.3462188, 48.86202299972654]]], ""type"": ""Polygon""}";way/512295059;fast_food;La Croissanterie;Unknown;La Croissanterie;;yes;sandwich;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?way=512295059;48.86203743307276;2.3462594992599035
48.85183249972908, 2.3168412;"{""coordinates"": [2.3168412, 48.85183249972908], ""type"": ""Point""}";node/5828922317;fast_food;Carrefour Bon App;Carrefour;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5828922317;48.85183249972908;2.3168412
48.8420221997315, 2.3273314;"{""coordinates"": [2.3273314, 48.8420221997315], ""type"": ""Point""}";node/9871327947;restaurant;Royal Dragon;Unknown;Unknown;Tu-Su 12:00-14:00,19:00-23:00;yes;asian;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 43 35 37 30;https://royal-dragon.business.site;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=9871327947;48.8420221997315;2.3273314
48.82514119973569, 2.3653488;"{""coordinates"": [2.3653488, 48.82514119973569], ""type"": ""Point""}";node/1306563387;fast_food;Tonton La Frite;Unknown;Unknown;Mo-Sa 11:00-22:00;yes;friture;Unknown;Unknown;yes;yes;wlan;Unknown;Unknown;no;Unknown;Unknown;https://www.facebook.com/Lesroisdelafrite/;outside;Paris;https://www.openstreetmap.org/edit?node=1306563387;48.82514119973569;2.3653488
48.854917099728304, 2.3612488;"{""coordinates"": [2.3612488, 48.854917099728304], ""type"": ""Point""}";node/6438006190;restaurant;Pizza Momo;Unknown;Unknown;Mo-Su 12:00-15:00,18:30-24:00;yes;pizza;yes;no;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=6438006190;48.854917099728304;2.3612488
48.846722599730334, 2.4102506;"{""coordinates"": [2.4102506, 48.846722599730334], ""type"": ""Point""}";node/2306942521;fast_food;O'Tacos;Unknown;O'Tacos;Su-Th 11:00-00:30, Fr,Sa 11:00-01:30;yes;mexican;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;https://www.ubereats.com;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2306942521;48.846722599730334;2.4102506
48.874198899723524, 2.3323945;"{""coordinates"": [2.3323945, 48.874198899723524], ""type"": ""Point""}";node/1824509107;fast_food;Daily Monop;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1824509107;48.87419889972352;2.3323945
48.866971799725306, 2.3473866;"{""coordinates"": [2.3473866, 48.866971799725306], ""type"": ""Point""}";node/5916157563;fast_food;Waffle;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=5916157563;48.866971799725306;2.3473866
48.863609199726156, 2.3533338;"{""coordinates"": [2.3533338, 48.863609199726156], ""type"": ""Point""}";node/4259061391;restaurant;Le Mazenay;Unknown;Unknown;"Tu-Fr 12:00-15:00; Tu-Sa 19:00-23:00";yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=4259061391;48.86360919972616;2.3533338
48.83202709973398, 2.3220722;"{""coordinates"": [2.3220722, 48.83202709973398], ""type"": ""Point""}";node/9683767896;restaurant;Dalat-Vietnam;Unknown;Unknown;Mo-Sa 11:30-15:00,19:00-22:00;yes;vietnamese;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 40 44 04 08;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=9683767896;48.83202709973398;2.3220722
48.82628109973541, 2.3127318;"{""coordinates"": [2.3127318, 48.82628109973541], ""type"": ""Point""}";node/2252714363;restaurant;Porte Didot;Unknown;Unknown;;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=2252714363;48.82628109973541;2.3127318
48.879130399722314, 2.3540531;"{""coordinates"": [2.3540531, 48.879130399722314], ""type"": ""Point""}";node/10600528214;fast_food;Red Fata;Unknown;Unknown;;yes;chinese;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=10600528214;48.87913039972232;2.3540531
48.88821369972004, 2.3785003;"{""coordinates"": [2.3785003, 48.88821369972004], ""type"": ""Point""}";node/332431639;restaurant;La Criée;Unknown;La Criée;Mo-Fr 11:45-14:30, PH,Sa,Su 11:45-15:00, Su-Th 18:45-22:30, Fr-Su 18:45-23:00;yes;seafood;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=332431639;48.88821369972004;2.3785003
48.860880099726835, 2.3523995;"{""coordinates"": [2.3523995, 48.860880099726835], ""type"": ""Point""}";node/3697387686;cafe;Cafeteria;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=3697387686;48.86088009972684;2.3523995
48.84695409973029, 2.4077243;"{""coordinates"": [2.4077243, 48.84695409973029], ""type"": ""Point""}";node/1596738672;restaurant;Sushi Star;Unknown;Unknown;Tu-Su 11:30-14:30,18:30-22:30;yes;japanese;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1596738672;48.84695409973029;2.4077243
48.87030669972448, 2.3528039;"{""coordinates"": [2.3528039, 48.87030669972448], ""type"": ""Point""}";node/2778463121;bar;Le Sully;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=2778463121;48.87030669972448;2.3528039
48.846011999730514, 2.3430389;"{""coordinates"": [2.3430389, 48.846011999730514], ""type"": ""Point""}";node/8143294897;restaurant;Au Port du Salut;Unknown;Unknown;Mo-Su 11:30-23:00;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://www.auportdusalut.fr/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=8143294897;48.846011999730514;2.3430389
48.855201199728235, 2.3739399;"{""coordinates"": [2.3739399, 48.855201199728235], ""type"": ""Point""}";node/2914625157;restaurant;Café Divan;Unknown;Unknown;Mo-Su,PH 07:00-02:00;yes;Unknown;yes;no;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2914625157;48.85520119972824;2.3739399
48.829902999734514, 2.3769431;"{""coordinates"": [2.3769431, 48.829902999734514], ""type"": ""Point""}";node/913551244;cafe;Starbucks;Starbucks;Starbucks;"Mo-Fr 07:30-20:00; Sa,Su 09:00-20:00";yes;coffee_shop;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;+33 1 53 61 94 80;https://www.starbucks.fr/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=913551244;48.829902999734514;2.3769431
48.86751599972519, 2.3625173;"{""coordinates"": [2.3625173, 48.86751599972519], ""type"": ""Point""}";node/418053066;restaurant;Kani;Unknown;Unknown;;yes;steak_house;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://kani-restaurant.com/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=418053066;48.86751599972519;2.3625173
48.86878559972486, 2.3275106;"{""coordinates"": [2.3275106, 48.86878559972486], ""type"": ""Point""}";node/247439149;bar;Bar Hemingway;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=247439149;48.86878559972486;2.3275106
48.82998709973448, 2.3284181;"{""coordinates"": [2.3284181, 48.82998709973448], ""type"": ""Point""}";node/3674410360;fast_food;Matisse;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=3674410360;48.82998709973448;2.3284181
48.823558199736084, 2.3253743;"{""coordinates"": [2.3253743, 48.823558199736084], ""type"": ""Point""}";node/992935794;fast_food;Subway;Subway;Subway;Mo-Su 05:00-02:00;yes;sandwich;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=992935794;48.82355819973608;2.3253743
48.850196499729485, 2.3628765;"{""coordinates"": [2.3628765, 48.850196499729485], ""type"": ""Point""}";node/9755479023;bar;Titi Palacio;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://titipalacio.com/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=9755479023;48.850196499729485;2.3628765
48.823144899736185, 2.3164243;"{""coordinates"": [2.3164243, 48.823144899736185], ""type"": ""Point""}";node/2119466913;restaurant;Hypnose;Unknown;Unknown;;yes;pizza;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=2119466913;48.823144899736185;2.3164243
48.87543599972323, 2.3230438;"{""coordinates"": [2.3230438, 48.87543599972323], ""type"": ""Point""}";node/1744083610;fast_food;Kokemaki;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1744083610;48.87543599972323;2.3230438
48.847178699730215, 2.3866836;"{""coordinates"": [2.3866836, 48.847178699730215], ""type"": ""Point""}";node/1243136011;fast_food;McDonald's;McDonald's;McDonald's;Tu-Su 08:00-22:00;yes;burger;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1243136011;48.847178699730215;2.3866836
48.84310520293797, 2.361623066295126;"{""coordinates"": [[[2.3615987, 48.84311709973123], [2.3616066, 48.843103699731245], [2.3616171, 48.84308559973124], [2.3616474, 48.84309329973123], [2.361629, 48.843124799731235], [2.3615987, 48.84311709973123]]], ""type"": ""Polygon""}";way/43547377;cafe;Dodo manège;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?way=43547377;48.84310520293797;2.361623066295126
48.8286343997348, 2.3278735;"{""coordinates"": [2.3278735, 48.8286343997348], ""type"": ""Point""}";node/9991634164;fast_food;Aux Délices d'Alésia;Unknown;Unknown;;yes;asian;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=9991634164;48.8286343997348;2.3278735
48.873834499723614, 2.384842;"{""coordinates"": [2.384842, 48.873834499723614], ""type"": ""Point""}";node/446781227;fast_food;McDonald's;McDonald's;McDonald's;Mo-Su 08:30-01:00;yes;burger;yes;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;+33 1 42 06 89 62;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=446781227;48.873834499723614;2.384842
48.861177499726764, 2.3447285;"{""coordinates"": [2.3447285, 48.861177499726764], ""type"": ""Point""}";node/2634120984;cafe;Le Molière;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=2634120984;48.861177499726764;2.3447285
48.877272699722766, 2.321037;"{""coordinates"": [2.321037, 48.877272699722766], ""type"": ""Point""}";node/8868495257;restaurant;Madame Guan;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=8868495257;48.877272699722766;2.321037
48.874982599723324, 2.3285546;"{""coordinates"": [2.3285546, 48.874982599723324], ""type"": ""Point""}";node/2853787008;cafe;Le Printanier;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2853787008;48.874982599723324;2.3285546
48.859424699727185, 2.3472163;"{""coordinates"": [2.3472163, 48.859424699727185], ""type"": ""Point""}";node/7245550463;cafe;Le Petit Opportun;Unknown;Unknown;;yes;french;yes;no;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=7245550463;48.85942469972719;2.3472163
